signature	signatureType	outcome	model	study	Primary	Sequencing	N	Effect_size	SE	95CI_low	95CI_high	Pval
IFNG	Signature	PFS	COX	Miao.1	Kidney	TPM	33	-0.14	0.76	-1.64	1.35	0.851293590523049
IFNG	Signature	PFS	COX	Snyder	Ureteral	TPM	25	-0.2	0.41	-1.01	0.62	0.633969204373642
IFNG	Signature	PFS	COX	Van_Allen	Melanoma	TPM	42	-0.35	0.35	-1.05	0.34	0.315156527569707
IFNG	Signature	OS	DI	Braun	Kidney	TPM	178	0.17	0.17	-0.16	0.5	0.319978239708817
IFNG	Signature	OS	DI	Fumet.2	Lung	TPM	43	-0.3	0.33	-0.94	0.35	0.37197207101555
IFNG	Signature	OS	DI	Hugo	Melanoma	FPKM	27	0.21	0.52	-0.81	1.23	0.686345689194592
IFNG	Signature	OS	DI	Hwang	Lung	TPM	21	-0.68	0.5	-1.65	0.29	0.166064982719226
IFNG	Signature	OS	DI	Liu	Melanoma	FPKM	121	-0.2	0.2	-0.6	0.19	0.317217836518164
IFNG	Signature	OS	DI	Mariathasan	Bladder	TPM	194	-0.39	0.14	-0.65	-0.12	0.00454047179275263
IFNG	Signature	OS	DI	Mariathasan	Kidney	TPM	67	-0.05	0.25	-0.55	0.44	0.831870307740919
IFNG	Signature	OS	DI	Mariathasan	Lymph_node	TPM	26	-0.77	0.43	-1.6	0.07	0.0696045831117969
IFNG	Signature	OS	DI	Mariathasan	Ureteral	TPM	26	0.16	0.43	-0.68	1	0.71135956018568
IFNG	Signature	OS	DI	Miao.1	Kidney	TPM	33	0.09	0.35	-0.6	0.77	0.80395656223195
IFNG	Signature	OS	DI	Nathanson	Melanoma	FPKM	24	-0.89	0.42	-1.7	-0.07	0.0298733852654574
IFNG	Signature	OS	DI	Riaz	Melanoma	TPM	51	-0.55	0.31	-1.16	0.06	0.0742382236973821
IFNG	Signature	OS	DI	Snyder	Ureteral	TPM	25	-0.2	0.42	-1.01	0.62	0.637885040938668
IFNG	Signature	OS	DI	Van_Allen	Melanoma	TPM	42	-0.88	0.35	-1.57	-0.19	0.0111037299634329
IFNG	Signature	PFS	DI	Braun	Kidney	TPM	178	0.02	0.14	-0.24	0.29	0.85443253855509
IFNG	Signature	PFS	DI	Fumet.1	Lung	TPM	44	-0.66	0.34	-1.32	0	0.0503539809328995
IFNG	Signature	PFS	DI	Fumet.2	Lung	TPM	43	-0.57	0.28	-1.12	-0.03	0.0375504351963801
IFNG	Signature	PFS	DI	Hwang	Lung	TPM	21	-0.7	0.43	-1.55	0.15	0.10212664164861
IFNG	Signature	PFS	DI	Jung	Lung	TPM	26	-1.06	0.46	-1.96	-0.17	0.0173940174732149
IFNG	Signature	PFS	DI	Liu	Melanoma	FPKM	121	-0.36	0.19	-0.73	0.01	0.0563106267018965
IFNG	Signature	PFS	DI	Miao.1	Kidney	TPM	33	-0.37	0.75	-1.83	1.1	0.620589539809522
IFNG	Signature	PFS	DI	Snyder	Ureteral	TPM	25	-0.1	0.4	-0.88	0.69	0.805799886635032
IFNG	Signature	PFS	DI	Van_Allen	Melanoma	TPM	42	-0.45	0.32	-1.07	0.16	0.149245330812247
IFNG	Signature	Response	Log_regression	Braun	Kidney	TPM	139	0.13	0.35	-0.55	0.82	0.711778617083113
IFNG	Signature	Response	Log_regression	Fumet.1	Lung	TPM	39	-0.79	0.71	-2.26	0.56	0.26135782404563
IFNG	Signature	Response	Log_regression	Fumet.2	Lung	TPM	41	-1.13	0.67	-2.56	0.13	0.0917655002080857
IFNG	Signature	Response	Log_regression	Hugo	Melanoma	FPKM	27	0.02	0.72	-1.41	1.46	0.976084655556487
IFNG	Signature	Response	Log_regression	Jung	Lung	TPM	26	-1.92	0.92	-4.05	-0.31	0.0358841032074243
IFNG	Signature	Response	Log_regression	Liu	Melanoma	FPKM	112	-0.4	0.34	-1.08	0.28	0.250899491385276
IFNG	Signature	Response	Log_regression	Mariathasan	Bladder	TPM	133	-1.12	0.37	-1.87	-0.43	0.00210968100954088
IFNG	Signature	Response	Log_regression	Mariathasan	Kidney	TPM	46	-0.24	0.71	-1.69	1.16	0.735938132355288
IFNG	Signature	Response	Log_regression	Miao.1	Kidney	TPM	28	0.73	0.77	-0.73	2.37	0.343243945230286
IFNG	Signature	Response	Log_regression	Nathanson	Melanoma	FPKM	24	-0.6	0.71	-2.06	0.77	0.398043040571173
IFNG	Signature	Response	Log_regression	Riaz	Melanoma	TPM	33	-0.76	0.66	-2.16	0.5	0.251142906502622
IFNG	Signature	Response	Log_regression	Snyder	Ureteral	TPM	22	-0.55	0.78	-2.15	0.97	0.479200162126163
IFNG	Signature	Response	Log_regression	Van_Allen	Melanoma	TPM	39	-0.68	0.73	-2.19	0.75	0.35671653577387
ImmuneCells	Signature	OS	COX	Braun	Kidney	TPM	178	0.83	0.6	-0.35	2.01	0.166574371965126
ImmuneCells	Signature	OS	COX	Fumet.2	Lung	TPM	43	0.85	1.3	-1.7	3.39	0.514923176096066
ImmuneCells	Signature	OS	COX	Liu	Melanoma	FPKM	121	0.44	0.82	-1.16	2.04	0.591345264323921
ImmuneCells	Signature	OS	COX	Mariathasan	Bladder	TPM	194	0.14	0.4	-0.64	0.92	0.72686051557683
ImmuneCells	Signature	OS	COX	Mariathasan	Kidney	TPM	67	-0.27	0.7	-1.65	1.1	0.697144418925166
ImmuneCells	Signature	OS	COX	Mariathasan	Lymph_node	TPM	26	-0.14	1.35	-2.78	2.5	0.917358704349396
ImmuneCells	Signature	OS	COX	Mariathasan	Ureteral	TPM	26	0.62	1.18	-1.69	2.93	0.598543593672339
ImmuneCells	Signature	OS	COX	Miao.1	Kidney	TPM	33	0.23	1.17	-2.06	2.52	0.844267760633235
ImmuneCells	Signature	OS	COX	Nathanson	Melanoma	FPKM	24	-2.38	1.11	-4.55	-0.2	0.0324115003273356
ImmuneCells	Signature	OS	COX	Riaz	Melanoma	TPM	51	0.08	0.82	-1.53	1.69	0.921488083666876
ImmuneCells	Signature	OS	COX	Snyder	Ureteral	TPM	25	3.32	1.73	-0.08	6.72	0.0553187876575385
ImmuneCells	Signature	OS	COX	Van_Allen	Melanoma	TPM	42	-0.54	1.3	-3.09	2.01	0.678656732217371
ImmuneCells	Signature	PFS	COX	Braun	Kidney	TPM	178	-0.1	0.49	-1.07	0.86	0.831604680313509
ImmuneCells	Signature	PFS	COX	Fumet.2	Lung	TPM	43	-0.77	1.09	-2.9	1.37	0.482800064347409
ImmuneCells	Signature	PFS	COX	Jung	Lung	TPM	26	-0.95	1.13	-3.16	1.27	0.401621627041864
ImmuneCells	Signature	PFS	COX	Liu	Melanoma	FPKM	121	0.39	0.72	-1.01	1.8	0.583488263417285
ImmuneCells	Signature	PFS	COX	Snyder	Ureteral	TPM	25	2.65	1.56	-0.4	5.7	0.0887595974462136
ImmuneCells	Signature	PFS	COX	Van_Allen	Melanoma	TPM	42	-0.74	1.13	-2.96	1.49	0.516721439325682
ImmuneCells	Signature	OS	DI	Braun	Kidney	TPM	178	0.24	0.16	-0.08	0.56	0.143188782418235
ImmuneCells	Signature	OS	DI	Fumet.2	Lung	TPM	43	0.32	0.31	-0.29	0.92	0.303865173033277
ImmuneCells	Signature	OS	DI	Hugo	Melanoma	FPKM	27	1.08	0.54	0.02	2.14	0.0417065347148826
ImmuneCells	Signature	OS	DI	Liu	Melanoma	FPKM	121	0.09	0.2	-0.31	0.49	0.645266026822099
ImmuneCells	Signature	OS	DI	Mariathasan	Bladder	TPM	194	0.06	0.15	-0.23	0.35	0.68754897023065
ImmuneCells	Signature	OS	DI	Mariathasan	Kidney	TPM	67	-0.12	0.25	-0.61	0.36	0.612010889005392
ImmuneCells	Signature	OS	DI	Mariathasan	Lymph_node	TPM	26	-0.21	0.43	-1.05	0.63	0.621815401983479
ImmuneCells	Signature	OS	DI	Mariathasan	Ureteral	TPM	26	0.32	0.44	-0.53	1.18	0.459061482964858
ImmuneCells	Signature	OS	DI	Miao.1	Kidney	TPM	33	0.03	0.33	-0.62	0.68	0.934003304320045
ImmuneCells	Signature	OS	DI	Nathanson	Melanoma	FPKM	24	-0.78	0.44	-1.64	0.09	0.07539699930607
ImmuneCells	Signature	OS	DI	Riaz	Melanoma	TPM	51	0.05	0.29	-0.52	0.62	0.871967360811684
ImmuneCells	Signature	OS	DI	Snyder	Ureteral	TPM	25	0.9	0.49	-0.05	1.86	0.0616841236520867
ImmuneCells	Signature	OS	DI	Van_Allen	Melanoma	TPM	42	-0.16	0.28	-0.72	0.4	0.575425936564818
ImmuneCells	Signature	PFS	DI	Braun	Kidney	TPM	178	-0.03	0.13	-0.29	0.23	0.820960426117636
ImmuneCells	Signature	PFS	DI	Fumet.2	Lung	TPM	43	-0.14	0.27	-0.67	0.38	0.595082406208187
ImmuneCells	Signature	PFS	DI	Jung	Lung	TPM	26	-0.33	0.36	-1.03	0.37	0.355285575736151
ImmuneCells	Signature	PFS	DI	Liu	Melanoma	FPKM	121	0.09	0.18	-0.27	0.44	0.63685891394795
ImmuneCells	Signature	PFS	DI	Miao.1	Kidney	TPM	33	0.54	0.74	-0.9	1.98	0.457752538257501
ImmuneCells	Signature	PFS	DI	Snyder	Ureteral	TPM	25	0.79	0.44	-0.08	1.66	0.0723320822463329
ImmuneCells	Signature	PFS	DI	Van_Allen	Melanoma	TPM	42	-0.17	0.25	-0.65	0.32	0.499750710237636
ImmuneCells	Signature	Response	Log_regression	Braun	Kidney	TPM	139	0.07	1.12	-2.14	2.28	0.953080115241358
ImmuneCells	Signature	Response	Log_regression	Liu	Melanoma	FPKM	112	0.64	1.23	-1.77	3.1	0.602582967655858
ImmuneCells	Signature	Response	Log_regression	Mariathasan	Bladder	TPM	133	0.39	0.83	-1.25	2.04	0.64313052961965
ImmuneCells	Signature	Response	Log_regression	Mariathasan	Kidney	TPM	46	-1.04	1.87	-4.93	2.57	0.578645349392014
ImmuneCells	Signature	Response	Log_regression	Nathanson	Melanoma	FPKM	24	-2.35	1.92	-6.53	1.24	0.221066512400705
ImmuneCells	Signature	Response	Log_regression	Riaz	Melanoma	TPM	33	-0.04	1.77	-3.54	3.59	0.982718836352387
Inflammatory	Signature	OS	COX	Braun	Kidney	TPM	178	0.21	0.21	-0.19	0.62	0.301012950360033
Inflammatory	Signature	OS	COX	Fumet.2	Lung	TPM	43	-0.29	0.45	-1.18	0.6	0.520673481604892
Inflammatory	Signature	OS	COX	Hugo	Melanoma	FPKM	27	0.27	0.63	-0.97	1.5	0.672147217385488
Inflammatory	Signature	OS	COX	Hwang	Lung	TPM	21	-0.96	0.79	-2.52	0.59	0.223254280857675
Inflammatory	Signature	OS	COX	Liu	Melanoma	FPKM	121	-0.35	0.25	-0.83	0.14	0.157890521139778
Inflammatory	Signature	OS	COX	Mariathasan	Bladder	TPM	194	-0.36	0.16	-0.68	-0.05	0.0251846061378713
Inflammatory	Signature	OS	COX	Mariathasan	Kidney	TPM	67	-0.1	0.29	-0.67	0.47	0.734412388034237
Inflammatory	Signature	OS	COX	Mariathasan	Lymph_node	TPM	26	-0.79	0.46	-1.69	0.1	0.0828942693704732
Inflammatory	Signature	OS	COX	Mariathasan	Ureteral	TPM	26	0.4	0.49	-0.56	1.35	0.413597066573264
Inflammatory	Signature	OS	COX	Miao.1	Kidney	TPM	33	-0.09	0.44	-0.96	0.77	0.83656244987329
Inflammatory	Signature	OS	COX	Nathanson	Melanoma	FPKM	24	-0.83	0.42	-1.66	0	0.0488898456113436
Inflammatory	Signature	OS	COX	Riaz	Melanoma	TPM	51	-0.53	0.32	-1.15	0.09	0.0934313564831294
Inflammatory	Signature	OS	COX	Snyder	Ureteral	TPM	25	-0.54	0.55	-1.62	0.54	0.324282653485517
Inflammatory	Signature	OS	COX	Van_Allen	Melanoma	TPM	42	-1.29	0.47	-2.22	-0.36	0.0063372886282143
Inflammatory	Signature	PFS	COX	Braun	Kidney	TPM	178	-0.16	0.17	-0.48	0.17	0.341782592742051
Inflammatory	Signature	PFS	COX	Fumet.1	Lung	TPM	44	-0.33	0.43	-1.18	0.51	0.442082157243432
Inflammatory	Signature	PFS	COX	Fumet.2	Lung	TPM	43	-1.11	0.41	-1.92	-0.3	0.00696940534819804
Inflammatory	Signature	PFS	COX	Hwang	Lung	TPM	21	-1.43	0.77	-2.93	0.07	0.0609389223027225
Inflammatory	Signature	PFS	COX	Jung	Lung	TPM	26	-0.92	0.42	-1.74	-0.11	0.0261838943376941
Inflammatory	Signature	PFS	COX	Liu	Melanoma	FPKM	121	-0.4	0.22	-0.83	0.03	0.0714351235351673
Inflammatory	Signature	PFS	COX	Miao.1	Kidney	TPM	33	0.24	0.85	-1.44	1.91	0.780332497770277
Inflammatory	Signature	PFS	COX	Snyder	Ureteral	TPM	25	-0.33	0.5	-1.3	0.65	0.51355422278191
Inflammatory	Signature	PFS	COX	Van_Allen	Melanoma	TPM	42	-0.58	0.4	-1.35	0.2	0.146702699621972
Inflammatory	Signature	OS	DI	Braun	Kidney	TPM	178	0.14	0.17	-0.2	0.48	0.412692795261884
Inflammatory	Signature	OS	DI	Fumet.2	Lung	TPM	43	-0.28	0.32	-0.91	0.35	0.379464384350098
Inflammatory	Signature	OS	DI	Hugo	Melanoma	FPKM	27	0.2	0.51	-0.8	1.21	0.690713491607078
Inflammatory	Signature	OS	DI	Hwang	Lung	TPM	21	-0.46	0.46	-1.35	0.44	0.316005114736791
Inflammatory	Signature	OS	DI	Liu	Melanoma	FPKM	121	-0.31	0.21	-0.72	0.09	0.131283763722831
Inflammatory	Signature	OS	DI	Mariathasan	Bladder	TPM	194	-0.39	0.14	-0.66	-0.11	0.00542884964182517
Inflammatory	Signature	OS	DI	Mariathasan	Kidney	TPM	67	-0.03	0.26	-0.54	0.48	0.901918390681121
Inflammatory	Signature	OS	DI	Mariathasan	Lymph_node	TPM	26	-0.66	0.42	-1.48	0.15	0.108094424673405
Inflammatory	Signature	OS	DI	Mariathasan	Ureteral	TPM	26	0.4	0.42	-0.43	1.23	0.343478087322165
Inflammatory	Signature	OS	DI	Miao.1	Kidney	TPM	33	-0.05	0.38	-0.78	0.69	0.902642161410941
Inflammatory	Signature	OS	DI	Nathanson	Melanoma	FPKM	24	-0.82	0.41	-1.63	-0.01	0.0429297190048858
Inflammatory	Signature	OS	DI	Riaz	Melanoma	TPM	51	-0.72	0.34	-1.37	-0.06	0.0312019514785775
Inflammatory	Signature	OS	DI	Snyder	Ureteral	TPM	25	-0.3	0.43	-1.15	0.55	0.488635825499167
Inflammatory	Signature	OS	DI	Van_Allen	Melanoma	TPM	42	-1.08	0.36	-1.8	-0.37	0.00269288057523747
Inflammatory	Signature	PFS	DI	Braun	Kidney	TPM	178	-0.13	0.14	-0.4	0.13	0.330964534032979
Inflammatory	Signature	PFS	DI	Fumet.1	Lung	TPM	44	-0.3	0.33	-0.94	0.34	0.354774382800267
Inflammatory	Signature	PFS	DI	Fumet.2	Lung	TPM	43	-0.75	0.27	-1.28	-0.21	0.0056349266460711
Inflammatory	Signature	PFS	DI	Hwang	Lung	TPM	21	-0.74	0.42	-1.57	0.09	0.0759570483320071
Inflammatory	Signature	PFS	DI	Jung	Lung	TPM	26	-0.79	0.38	-1.53	-0.05	0.0352471437606621
Inflammatory	Signature	PFS	DI	Liu	Melanoma	FPKM	121	-0.37	0.18	-0.73	-0.01	0.0410471058877031
Inflammatory	Signature	PFS	DI	Miao.1	Kidney	TPM	33	0.16	0.76	-1.33	1.65	0.834042369903543
Inflammatory	Signature	PFS	DI	Snyder	Ureteral	TPM	25	-0.11	0.39	-0.89	0.66	0.770272528550027
Inflammatory	Signature	PFS	DI	Van_Allen	Melanoma	TPM	42	-0.52	0.32	-1.14	0.1	0.100468784127743
Inflammatory	Signature	Response	Log_regression	Braun	Kidney	TPM	139	-0.21	0.38	-0.96	0.54	0.58795421827865
Inflammatory	Signature	Response	Log_regression	Fumet.1	Lung	TPM	39	-0.01	0.8	-1.62	1.59	0.987023722570272
Inflammatory	Signature	Response	Log_regression	Fumet.2	Lung	TPM	41	-2.27	0.95	-4.36	-0.54	0.0171994526577619
Inflammatory	Signature	Response	Log_regression	Hugo	Melanoma	FPKM	27	-0.07	0.78	-1.64	1.5	0.930917549287209
Inflammatory	Signature	Response	Log_regression	Jung	Lung	TPM	26	-2.11	1.07	-4.64	-0.27	0.047662825672852
Inflammatory	Signature	Response	Log_regression	Liu	Melanoma	FPKM	112	-0.54	0.38	-1.3	0.2	0.157123659615911
Inflammatory	Signature	Response	Log_regression	Mariathasan	Bladder	TPM	133	-0.8	0.36	-1.53	-0.1	0.0287550122019413
Inflammatory	Signature	Response	Log_regression	Mariathasan	Kidney	TPM	46	-0.37	0.74	-1.89	1.09	0.620371854132875
Inflammatory	Signature	Response	Log_regression	Miao.1	Kidney	TPM	28	0.06	0.8	-1.53	1.7	0.94052819909708
Inflammatory	Signature	Response	Log_regression	Nathanson	Melanoma	FPKM	24	-0.48	0.72	-1.97	0.9	0.500162973236013
Inflammatory	Signature	Response	Log_regression	Riaz	Melanoma	TPM	33	-0.94	0.67	-2.36	0.32	0.160727803434507
Inflammatory	Signature	Response	Log_regression	Snyder	Ureteral	TPM	22	-0.98	0.97	-3.03	0.89	0.315769703652712
Inflammatory	Signature	Response	Log_regression	Van_Allen	Melanoma	TPM	39	-0.73	0.78	-2.32	0.78	0.343224220734062
IRG_Ayers	Signature	OS	COX	Braun	Kidney	TPM	178	0.19	0.2	-0.2	0.58	0.34199388588257
IRG_Ayers	Signature	OS	COX	Fumet.2	Lung	TPM	43	-0.24	0.43	-1.09	0.6	0.572698122250958
IRG_Ayers	Signature	OS	COX	Hugo	Melanoma	FPKM	27	0.24	0.61	-0.95	1.43	0.694088797219455
IRG_Ayers	Signature	OS	COX	Hwang	Lung	TPM	21	-1.02	0.87	-2.74	0.69	0.242458120460113
IRG_Ayers	Signature	OS	COX	Liu	Melanoma	FPKM	121	-0.36	0.25	-0.84	0.12	0.143051412128856
IRG_Ayers	Signature	OS	COX	Mariathasan	Bladder	TPM	194	-0.38	0.16	-0.69	-0.06	0.0211780926508987
IRG_Ayers	Signature	OS	COX	Mariathasan	Kidney	TPM	67	-0.05	0.29	-0.62	0.52	0.859182629773546
IRG_Ayers	Signature	OS	COX	Mariathasan	Lymph_node	TPM	26	-0.83	0.47	-1.76	0.09	0.0779029714722871
IRG_Ayers	Signature	OS	COX	Mariathasan	Ureteral	TPM	26	0.5	0.49	-0.46	1.46	0.311094526765333
IRG_Ayers	Signature	OS	COX	Miao.1	Kidney	TPM	33	-0.12	0.42	-0.95	0.72	0.782562791858029
IRG_Ayers	Signature	OS	COX	Nathanson	Melanoma	FPKM	24	-0.82	0.42	-1.64	0	0.0497052710470211
IRG_Ayers	Signature	OS	COX	Riaz	Melanoma	TPM	51	-0.52	0.31	-1.14	0.09	0.0949392919893376
IRG_Ayers	Signature	OS	COX	Snyder	Ureteral	TPM	25	-0.54	0.53	-1.58	0.49	0.302392769895031
IRG_Ayers	Signature	OS	COX	Van_Allen	Melanoma	TPM	42	-1.42	0.49	-2.39	-0.46	0.00375976974526825
IRG_Ayers	Signature	PFS	COX	Braun	Kidney	TPM	178	-0.15	0.16	-0.46	0.16	0.338812915877988
IRG_Ayers	Signature	PFS	COX	Fumet.1	Lung	TPM	44	-0.4	0.4	-1.19	0.39	0.317589193853781
IRG_Ayers	Signature	PFS	COX	Fumet.2	Lung	TPM	43	-1.05	0.4	-1.84	-0.26	0.00880250834864226
IRG_Ayers	Signature	PFS	COX	Hwang	Lung	TPM	21	-1.35	0.75	-2.82	0.13	0.0737239472189013
IRG_Ayers	Signature	PFS	COX	Jung	Lung	TPM	26	-0.84	0.41	-1.64	-0.04	0.040631106122993
IRG_Ayers	Signature	PFS	COX	Liu	Melanoma	FPKM	121	-0.41	0.22	-0.85	0.02	0.0628426509655025
IRG_Ayers	Signature	PFS	COX	Miao.1	Kidney	TPM	33	-0.1	0.83	-1.74	1.53	0.901947589463439
IRG_Ayers	Signature	PFS	COX	Snyder	Ureteral	TPM	25	-0.32	0.48	-1.26	0.62	0.500452935135703
IRG_Ayers	Signature	PFS	COX	Van_Allen	Melanoma	TPM	42	-0.71	0.41	-1.51	0.1	0.0850927847966934
IRG_Ayers	Signature	OS	DI	Braun	Kidney	TPM	178	0.13	0.17	-0.2	0.46	0.436051324497854
IRG_Ayers	Signature	OS	DI	Fumet.2	Lung	TPM	43	-0.27	0.31	-0.89	0.34	0.382414631915635
IRG_Ayers	Signature	OS	DI	Hugo	Melanoma	FPKM	27	0.23	0.52	-0.78	1.24	0.661598704274523
IRG_Ayers	Signature	OS	DI	Hwang	Lung	TPM	21	-0.66	0.53	-1.71	0.38	0.211315277926366
IRG_Ayers	Signature	OS	DI	Liu	Melanoma	FPKM	121	-0.32	0.21	-0.73	0.09	0.121755701858197
IRG_Ayers	Signature	OS	DI	Mariathasan	Bladder	TPM	194	-0.39	0.14	-0.66	-0.12	0.00450223736552361
IRG_Ayers	Signature	OS	DI	Mariathasan	Kidney	TPM	67	0.01	0.26	-0.49	0.52	0.96215288340169
IRG_Ayers	Signature	OS	DI	Mariathasan	Lymph_node	TPM	26	-0.7	0.42	-1.53	0.12	0.0919106235380454
IRG_Ayers	Signature	OS	DI	Mariathasan	Ureteral	TPM	26	0.54	0.45	-0.34	1.42	0.223285042473676
IRG_Ayers	Signature	OS	DI	Miao.1	Kidney	TPM	33	-0.11	0.39	-0.86	0.65	0.781533642703846
IRG_Ayers	Signature	OS	DI	Nathanson	Melanoma	FPKM	24	-0.89	0.43	-1.74	-0.04	0.0367209873839225
IRG_Ayers	Signature	OS	DI	Riaz	Melanoma	TPM	51	-0.71	0.34	-1.37	-0.04	0.0358900154882092
IRG_Ayers	Signature	OS	DI	Snyder	Ureteral	TPM	25	-0.39	0.43	-1.24	0.46	0.363913606834879
IRG_Ayers	Signature	OS	DI	Van_Allen	Melanoma	TPM	42	-1.26	0.38	-2	-0.52	0.000756421905874043
IRG_Ayers	Signature	PFS	DI	Braun	Kidney	TPM	178	-0.13	0.13	-0.38	0.13	0.342636591766708
IRG_Ayers	Signature	PFS	DI	Fumet.1	Lung	TPM	44	-0.41	0.33	-1.05	0.24	0.215980475926336
IRG_Ayers	Signature	PFS	DI	Fumet.2	Lung	TPM	43	-0.84	0.29	-1.4	-0.28	0.00289433482827736
IRG_Ayers	Signature	PFS	DI	Hwang	Lung	TPM	21	-0.71	0.43	-1.56	0.14	0.0979080929759174
IRG_Ayers	Signature	PFS	DI	Jung	Lung	TPM	26	-0.7	0.37	-1.44	0.03	0.0581476203873979
IRG_Ayers	Signature	PFS	DI	Liu	Melanoma	FPKM	121	-0.37	0.18	-0.73	-0.01	0.0415801113230014
IRG_Ayers	Signature	PFS	DI	Miao.1	Kidney	TPM	33	-0.06	0.78	-1.58	1.46	0.941726199070189
IRG_Ayers	Signature	PFS	DI	Snyder	Ureteral	TPM	25	-0.18	0.39	-0.94	0.59	0.646530976786553
IRG_Ayers	Signature	PFS	DI	Van_Allen	Melanoma	TPM	42	-0.68	0.34	-1.34	-0.01	0.0450462894795636
IRG_Ayers	Signature	Response	Log_regression	Braun	Kidney	TPM	139	-0.2	0.37	-0.94	0.53	0.585980464846063
IRG_Ayers	Signature	Response	Log_regression	Fumet.1	Lung	TPM	39	-0.11	0.76	-1.64	1.4	0.886944338899257
IRG_Ayers	Signature	Response	Log_regression	Fumet.2	Lung	TPM	41	-2	0.88	-3.91	-0.39	0.0230136279216462
IRG_Ayers	Signature	Response	Log_regression	Hugo	Melanoma	FPKM	27	-0.15	0.75	-1.66	1.34	0.843886703606006
IRG_Ayers	Signature	Response	Log_regression	Jung	Lung	TPM	26	-1.89	1.01	-4.25	-0.12	0.0617799374583484
IRG_Ayers	Signature	Response	Log_regression	Liu	Melanoma	FPKM	112	-0.48	0.37	-1.22	0.25	0.198515383996032
IRG_Ayers	Signature	Response	Log_regression	Mariathasan	Bladder	TPM	133	-0.78	0.36	-1.52	-0.08	0.0319150052232315
IRG_Ayers	Signature	Response	Log_regression	Mariathasan	Kidney	TPM	46	-0.23	0.75	-1.75	1.24	0.75452824830238
IRG_Ayers	Signature	Response	Log_regression	Miao.1	Kidney	TPM	28	0.13	0.75	-1.34	1.67	0.861469905126164
IRG_Ayers	Signature	Response	Log_regression	Nathanson	Melanoma	FPKM	24	-0.46	0.71	-1.93	0.91	0.517298748875582
IRG_Ayers	Signature	Response	Log_regression	Riaz	Melanoma	TPM	33	-0.9	0.66	-2.31	0.35	0.17325608931434
IRG_Ayers	Signature	Response	Log_regression	Snyder	Ureteral	TPM	22	-0.91	0.92	-2.83	0.86	0.32072843154583
IRG_Ayers	Signature	Response	Log_regression	Van_Allen	Melanoma	TPM	39	-0.96	0.77	-2.57	0.52	0.210528478393066
KDM5A	Signature	OS	COX	Braun	Kidney	TPM	178	-0.16	0.26	-0.68	0.36	0.545745321549751
KDM5A	Signature	OS	COX	Fumet.2	Lung	TPM	43	0.49	0.58	-0.65	1.64	0.395347604604212
KDM5A	Signature	OS	COX	Hugo	Melanoma	FPKM	27	0.27	0.78	-1.25	1.8	0.726687972882924
KDM5A	Signature	OS	COX	Liu	Melanoma	FPKM	121	-0.3	0.38	-1.04	0.45	0.439296863981263
KDM5A	Signature	OS	COX	Mariathasan	Bladder	TPM	194	-0.08	0.25	-0.58	0.41	0.741566946016638
KDM5A	Signature	OS	COX	Mariathasan	Kidney	TPM	67	-0.27	0.44	-1.13	0.58	0.534062077992613
KDM5A	Signature	OS	COX	Mariathasan	Lymph_node	TPM	26	-0.46	0.93	-2.29	1.37	0.623430186500579
KDM5A	Signature	OS	COX	Mariathasan	Ureteral	TPM	26	3	0.93	1.18	4.83	0.00127973702383358
KDM5A	Signature	OS	COX	Miao.1	Kidney	TPM	33	-0.25	0.46	-1.16	0.65	0.583239402610623
KDM5A	Signature	OS	COX	Nathanson	Melanoma	FPKM	24	-0.21	0.8	-1.78	1.36	0.791377230091735
KDM5A	Signature	OS	COX	Riaz	Melanoma	TPM	51	-1	0.54	-2.05	0.05	0.0628443574960559
KDM5A	Signature	OS	COX	Snyder	Ureteral	TPM	25	-0.31	0.64	-1.56	0.94	0.623698092195383
KDM5A	Signature	OS	COX	Van_Allen	Melanoma	TPM	42	0.64	0.6	-0.54	1.81	0.288926201213189
KDM5A	Signature	PFS	COX	Braun	Kidney	TPM	178	-0.17	0.21	-0.58	0.24	0.415104936591139
KDM5A	Signature	PFS	COX	Fumet.1	Lung	TPM	44	-0.06	0.69	-1.42	1.3	0.931417333599779
KDM5A	Signature	PFS	COX	Fumet.2	Lung	TPM	43	-0.18	0.5	-1.15	0.8	0.724060543466309
KDM5A	Signature	PFS	COX	Jung	Lung	TPM	26	0.46	0.48	-0.48	1.41	0.333794606887407
KDM5A	Signature	PFS	COX	Liu	Melanoma	FPKM	121	-0.21	0.34	-0.88	0.46	0.542352484891605
KDM5A	Signature	PFS	COX	Miao.1	Kidney	TPM	33	0.36	0.97	-1.54	2.26	0.711464685137756
KDM5A	Signature	PFS	COX	Snyder	Ureteral	TPM	25	-0.1	0.6	-1.28	1.08	0.86922489275862
KDM5A	Signature	PFS	COX	Van_Allen	Melanoma	TPM	42	0.51	0.53	-0.52	1.54	0.334168313208025
KDM5A	Signature	OS	DI	Braun	Kidney	TPM	178	-0.06	0.16	-0.37	0.25	0.703865438950653
KDM5A	Signature	OS	DI	Fumet.2	Lung	TPM	43	0.45	0.36	-0.27	1.16	0.217226914431435
KDM5A	Signature	OS	DI	Hugo	Melanoma	FPKM	27	0.08	0.49	-0.89	1.05	0.877076322781181
KDM5A	Signature	OS	DI	Liu	Melanoma	FPKM	121	-0.15	0.22	-0.58	0.27	0.476128202220768
KDM5A	Signature	OS	DI	Mariathasan	Bladder	TPM	194	-0.08	0.14	-0.35	0.2	0.585310512129735
